idDrink,Name,Instructions,GlassType,Type of Drink,Alcoholic?
178354,Pink Moon,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Whiskey Glass,Cocktail,Alcoholic
